ID,Annotator_ID,Funniness (1-5),Is a Joke?,Joke keywords,Natural language explanation,Offensive/Inappropriate?,Understand the text?,text
hom_836,9,3,1,"['news', 'flood', 'leaked']","This is a pun on the word ""leaked"". The news was ""leaked"", meaning it got out accidentally. ""Leaked"" can also refer to when water seeps out of or into an enclosed space through a crack or other small opening. When you have a flood, water can leak into buildings or houses.   ",0,1,News of a coming flood was leaked .
hom_1712,5,3,1,"['joke', 'cow', 'butcher it']","This is a pun on the phrase ""butcher it"", which when telling a joke means to tell it incorrectly. It also works here because a cow is something a regular butcher would work on ",0,1,I'd tell you a joke about a cow but I always butcher it .
hom_1712,6,2,1,[''],"The joke is a pun on the word 'butcher'.  A butcher is a person who cuts animal meat for selling, such as cows.  To butcher a joke means to not tell it correctly or ruin the joke somehow.",0,1,I'd tell you a joke about a cow but I always butcher it .
hom_1712,7,2,1,"['joke', 'cow', 'butcher it']",butcher can mean ruin a joke and it can mean break down a cow for meat,0,1,I'd tell you a joke about a cow but I always butcher it .
hom_1712,8,1,1,"['joke', 'cow', 'butcher']",The butchering can refer to a badly told joke or a cow that got killed for meat production. This joke would not land well with vegetarians.,0,1,I'd tell you a joke about a cow but I always butcher it .
hom_1712,9,3,1,"['joke', 'cow', 'butcher']","This is a pun on the word ""butcher"". When you ""butcher"" a joke, it means you ruined the joke. ""Butcher"", in the context of a cow, is when you kill it and slice it up into cuts of meat.  ",0,1,I'd tell you a joke about a cow but I always butcher it .
hom_1040,5,1,1,"['Old photographers', 'never die', 'stop developing']","This is a pun on 'developing', which in this context means the photographers stop growing/ becoming more mature. But 'developing' also works since for film photographs you need to get them developed",0,1,OLD PHOTOGRAPHERS never die they just stop developing .
hom_1040,6,1,1,"['PHOTOGRAPHERS', 'never die', 'stop developing']","The joke is a pun on the word 'developing'.  A photograph takes time to develop so the image appears.  To stop developing means to stop growing or changing. This is also a reformat of an existing joke ""Old X never die, they just Y"".",0,1,OLD PHOTOGRAPHERS never die they just stop developing .
hom_1040,7,1,1,"['OLD PHOTOGRAPHERS', 'stop developing']",stop developing can mean stop growing but it can also mean developing photos ,0,1,OLD PHOTOGRAPHERS never die they just stop developing .
hom_1040,8,2,1,"['photographers', 'die', 'developing']","Developing is what photos do in the hands of photographers. It technically works because people develop physically until death, but that doesn't mean the joke is all that funny.",0,1,OLD PHOTOGRAPHERS never die they just stop developing .
hom_1040,9,3,1,"['photographers', 'die', 'stop developing']","This is a pun on the word ""developing"". Photographers ""develop"" photographs, which is when they process it after taking the picture. ""Develop"" can also refer to a body growing or maturing. It is related to the concept of death because developing eventually leads to death and when you die you stop developing. ",0,1,OLD PHOTOGRAPHERS never die they just stop developing .
hom_1875,5,1,1,"['hate maths', 'decimals', 'have a point']","This joke is saying that, while annoying, decimals do matter (i.e. they have a point) but they also literally can be viewed as points",0,1,I used to hate maths but then I realised decimals have a point .
hom_1875,6,1,1,"['I used to hate maths but', 'decimals have a point']","The joke is a pun on the word 'point'.  Point can mean the main idea or purpose or meaning behind something.  When reading a decimal number out loud the dot would be spoken as 'point', for example 'one point one'.",0,1,I used to hate maths but then I realised decimals have a point .
hom_1875,7,2,1,"['hate maths', 'decimals have a point']",a point can be a period or a purpose ,0,1,I used to hate maths but then I realised decimals have a point .
hom_1875,8,1,1,"['maths', 'decimals', 'point']",This joke doesn't really work because the pun about decimals having a point totally fails.,0,1,I used to hate maths but then I realised decimals have a point .
hom_1875,9,3,1,"['hate maths', 'decimals have a point']","This is a pun on the word ""point"". In mathematics, a decimal number has a point, or dot, that indicates that it is not a whole number. The phrase ""have a point"" means that you have a good reason to support an argument. It can also mean that something has a purpose. In the joke, the person might have disliked maths because they thought it had no purpose, no good reason to be used. But because they saw the point, or value, in decimals, they like the subject now. They also saw the literal point, or dot, in the decimal number.",0,1,I used to hate maths but then I realised decimals have a point .
hom_1574,5,2,1,"['sign', 'cemetary', 'no trespassing', 'grave charges']","This is a pun on 'grave', which in this context means a ""serious matter"", but it's alos used since graves are found in cemetaries",0,1,"A sign at a cemetery reads ,'No Trespassing , Violators Will Face Grave Charges'."
hom_1574,6,2,1,"['sign at a cemetery', 'Grave Charges']",The joke is a pun on the word 'grave'. Graves are the headstones and tombstones in a cemetary that mark a person's burial site.  'Grave' can also mean 'severe' or 'deadly' 'or 'very bad'.,0,1,"A sign at a cemetery reads ,'No Trespassing , Violators Will Face Grave Charges'."
hom_1574,7,2,1,"['cemetery', 'Violators Will Face Grave Charges']",grave can mean serious and it can mean a literal grave ,0,1,"A sign at a cemetery reads ,'No Trespassing , Violators Will Face Grave Charges'."
hom_1574,8,2,1,"['cemetery', 'Grave Charges']",Grave could mean 'serious' or refer to the graves in cemeteries.,0,1,"A sign at a cemetery reads ,'No Trespassing , Violators Will Face Grave Charges'."
hom_1574,9,3,1,"['sign', 'cemetery', 'grave charges']","This is a pun on the word ""grave"". ""Grave"" is used to emphasize that something is very bad. A grave charge is a terrible, huge charge. The word ""grave"" can also mean a stone slab you put where someone has been buried. The sign is in a cemetery, and a cemetery is full of graves.",0,1,"A sign at a cemetery reads ,'No Trespassing , Violators Will Face Grave Charges'."
hom_339,5,3,1,"['hair coming out', 'keep it in', 'cigar box']","This is a joke because the woman who's hair is falling out is asking for a solution for it to stop falling out, but the doctor is taking the phrae 'keep it in' literal and suggest she keep her hair that has fallen out in a cigar box",0,1,"Doctor , Doctor , my hair is coming out . What can you give me to keep it in ? - A cigar box . Next ."
hom_339,6,2,1,"['my hair is coming out', 'What can you give me to keep it in', 'A cigar box']","The joke is a different take on the phrase 'what can you give me to keep it in'.  It sounds like the person is asking the doctor for some product to prevent hair loss, but the doctor recommends a box to literally keep the fallen hair in.",0,1,"Doctor , Doctor , my hair is coming out . What can you give me to keep it in ? - A cigar box . Next ."
hom_339,7,2,1,"['hair is coming out', 'A cigar box']",a cigar box can be used to store hair in ,0,1,"Doctor , Doctor , my hair is coming out . What can you give me to keep it in ? - A cigar box . Next ."
hom_339,8,4,1,"['Doctor', 'hair', 'keep', 'box']","This is a joke about a quack doctor. The speaker is looking for a remedy for balding, but the doctor misinterprets the request.",0,1,"Doctor , Doctor , my hair is coming out . What can you give me to keep it in ? - A cigar box . Next ."
hom_339,9,1,1,"['Doctor', 'hair is coming out', 'keep it in', 'cigar box']","The woman asked what her doctor could give her so she can keep the hair on her head, as in prevent her hair from falling out. The doctor says that she put her hair in a cigar box. This is obviously not the solution she was looking for so he was just kidding and probably doesn't want to deal with her. ",0,1,"Doctor , Doctor , my hair is coming out . What can you give me to keep it in ? - A cigar box . Next ."
het_808,5,3,1,"['murder', 'grammys', 'prince']","This is a joke because if there was a murder, police would try to find finger prints for clues. But it's being used here because 'prince' sounds like 'prints' and Prince is the name of a musical artist who would be at the grammys",0,1,When there was a murder backstage at the Grammys they couldn't find DNA but they did find Prince .
het_808,6,3,1,"['murder backstage at the Grammys', ""couldn' t find DNA but they did find Prince""]","The joke is a pun on 'Prince'.  Prince sounds like 'prints' which would mean finger prints, that would be evidence in a murder case.  Prince is the name of a musician and celebrity who might be at the Grammy's.",0,1,When there was a murder backstage at the Grammys they couldn't find DNA but they did find Prince .
het_808,7,2,1,"['murder', 'the Grammys', ""couldn' t find DNA"", 'find Prince']",prince sounds like prints ,0,1,When there was a murder backstage at the Grammys they couldn't find DNA but they did find Prince .
het_808,8,2,1,"['murder', 'Grammys', 'DNA', 'Prince']","Prince was a musical performing artist and his name here is used as a pun on prints, as in fingerprints pointing to a murder suspect",0,1,When there was a murder backstage at the Grammys they couldn't find DNA but they did find Prince .
het_808,9,3,1,"['murder', 'Grammys', 'Prince']","This is a pun on the word ""Prince"". ""Prince"" was a famous singer who probably attended the Grammys. ""Prince"" sounds like ""prints"". They were looking for finger""prints"" to find out who committed the murder.",0,2,When there was a murder backstage at the Grammys they couldn't find DNA but they did find Prince .
het_676,5,1,1,"['best store', 'earthquake', 'stationery store']","This is a joke becausethey say  during earthquakes you should stay stationary, meaning not moving, but a stationary store is also a store that sells writing materials ",0,1,What is the best store to be in during an earthquake ? A stationery store .
het_676,6,3,1,"['best store to be in during an earthquake', 'stationery store']","The joke is a pun on the word 'stationery'.  Stationery stores sell paper products for writing letters for example.  Stationary also means still and unmoving, so the joke is that it would be standing still during an earthquake.",0,1,What is the best store to be in during an earthquake ? A stationery store .
het_676,7,2,1,"['best store', 'earthquake', 'stationery store']",stationary can mean still or it can mean office supplies ,0,1,What is the best store to be in during an earthquake ? A stationery store .
het_676,8,2,1,"['store', 'earthquake', 'stationery']","Stationery is a play on 'stationary', or a structure that stands still during an earthquake. Stationery is what people write fancy letters on.",0,1,What is the best store to be in during an earthquake ? A stationery store .
het_676,9,3,1,"['best store', 'earthquake', 'stationery']","This is a pun on the word ""stationery"". A stationery store is a store for writing and office supplies. ""Stationery"" sounds like ""stationary"". ""Stationary"" means to stay still. In an earthquake, a store that does not shake will be the safest to be in.",0,1,What is the best store to be in during an earthquake ? A stationery store .
het_807,5,2,1,"['pregnancy', 'so long', 'maternity']","This is a joke because it's playing on the word 'eternity' which means  'unending time', but 'maternity' is used in it's place because it sounds similar and means 'motherhood'.",0,1,Sometimes a pregnancy is so long it seems like a maternity .
het_807,6,3,1,"['pregnancy is so long', 'it seems like a maternity']",The joke is a pun on the word 'maternity'. 'Maternity' means motherhood. It sounds like 'eternity' which means forever.  The pregnancy is very long so it feels like an eternity.,0,1,Sometimes a pregnancy is so long it seems like a maternity .
het_807,7,1,1,"['pregnancy', 'long', 'seems like a maternity']",maternity sounds like eternity ,0,1,Sometimes a pregnancy is so long it seems like a maternity .
het_807,8,3,1,"['pregnancy', 'a maternity']","Maternity' means motherhood - the end result of a pregnancy, and it's a play on 'an eternity', or forever.",0,1,Sometimes a pregnancy is so long it seems like a maternity .
het_807,9,1,1,"['pregnancy', 'long', 'maternity']","This is a pun using the word ""maternity"". ""Maternity"" refers to pregnancy, and ""maternity"" sounds like ""eternity"".",0,1,Sometimes a pregnancy is so long it seems like a maternity .
hom_574,5,1,1,"['conjoined twins', 'special connection']",This is a joke based simply on the fact that conjoined twins are literally connected together,0,1,Conjoined twins aren't the only twins with special connections .
hom_574,6,1,1,"['Conjoined twins', 'special connections']",The joke is a double meaning on the phrase 'special connections'. Conjoined twins are born physically connected to each other.  Special connections typically means a better understanding of each other.,0,1,Conjoined twins aren't the only twins with special connections .
hom_574,7,1,1,"['Conjoined twins', 'special connections']",conjoined twins are literally connected to each other ,0,1,Conjoined twins aren't the only twins with special connections .
hom_574,8,2,1,"['Conjoined twins', 'connections']",special connections' is meant in both the literal sense of physical attachment and the figurative sense of twins being in sync with each other.,0,1,Conjoined twins aren't the only twins with special connections .
hom_574,9,1,1,"['conjoined twins', 'special connections']","There are two meaning of ""connections"" here. It can mean physically attached to eachother such as conjoined twins are. It can also mean sharing something in common. Twins in general have identical genes and come from the same parents. ",0,1,Conjoined twins aren't the only twins with special connections .
het_1168,5,2,1,"['starving to death', 'children', 'raisin to keep on living']","This is a pun on the phrase 'rasin to keep on living'. The phrase is usually 'reason to keep on living' , but the version that's used also works because 'raisin' sounds like 'reason' and is also a food",0,1,"When I was starving to death , my children gave me a raisin to keep on living ."
het_1168,6,2,1,"['I was starving to death', 'children gave me a raisin to keep on living']","The joke is a pun on the word 'raisin'. It sounds like the speaker is saying 'reason to keep living', but they were starving, and might have literally been given a raisin to eat.",0,1,"When I was starving to death , my children gave me a raisin to keep on living ."
het_1168,7,1,1,"['starving to death', 'raisin to keep on living']",raisin sounds like reason ,0,1,"When I was starving to death , my children gave me a raisin to keep on living ."
het_1168,8,2,1,"['starving to death', 'children', 'raisin']",What petty children! A raisin is both an edible fruit and a play on 'reason'.,0,1,"When I was starving to death , my children gave me a raisin to keep on living ."
het_1168,9,3,1,"['starving to death', 'children', 'raisin to keep on living']","This is a pun on the word ""raisin"". This person desperately needed food, so their kids gave them a raisin to live. ""Raisin"" sounds like ""reason"". Giving food to a starving person is the ""reason"" why they live. Also, when people feel hopeless and want to give up on life, they may find something meaningful that gives them a ""reason"" to live. Often times that thing is someone who depends on you. For the starving person in the joke, that thing is their children.    ",0,1,"When I was starving to death , my children gave me a raisin to keep on living ."
